"Components","LogLik","AIC","BIC","Mean_1","Mean_2","Mean_3","Proportion_1","Proportion_2","Proportion_3"
3,-1306.58493258152,2623.16986516304,2643.13967229957,9.60780950787898,22.95013212266,13.8038797350361,0.251220638662765,0.375855700796267,0.372923660540967
